Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 177,http://opencontext.org/subjects/970f8e9d-5cf9-4bb2-9b4a-770e0e5a7c77,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5708204685462,36.8294500665664,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:23Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,177,1994-09-06T00:00:00Z,1994,72,612,0,Nothern Valley,false,false,false,false,false,false,false,false,true,false,KM 177,Karasaltarla,Karasaltarla,"HT,NU,KC,GM,EC",M37-c4,Edge of dam lake partially covered by lapping shores; Çuçelli 225 to W.,"Rolling hills to N. now planted with cotton; corn grown with irrigation,",Now only flat but reported to have been  a mound before lake covered it.  Surface materials are water worn and whole thing has once been covered,Good general but only part has been collected since rest is under water,Sherd count Flint count Roof Tiles,"On first inspection site was thought to be EBA, but looks mostly Hellenistic with some Iron Age, good collection of bowl rims deserves further study, one sherd of circle impressed ware, Hellenistic fine wares, coarse ware stand base, whet stone, one pestle, some wasters, roof tile","Terra sigillata or imitation, Hellenistic fine wares and late painted (LDS 9-98) seems more Hellenistic than LRoman to me, pretty sure its not EB 7/12",
KM 96,http://opencontext.org/subjects/597c1fb1-3ce8-44c1-9413-6d34b015819d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2608055587936,37.0410833357646,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:11Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,96,1993-10-20T00:00:00Z,1993,263,258,3,Southeastern Valley,false,true,true,false,false,false,false,false,true,true,KM 96,Kızilak cut in half,Kızılık?,"EC,KC,BP,MD",37SCB(N38-a4),Super highway 1km east between Karahöyük and Taşbiçme,Agricultural,"Low round mound in middle of fields with field wall  on top, partly plowed, partly under corn; photo37 from n  diss appendix entry deleted:  96	Kizilak? Map 37SCB (N38a4) EW 263. NS 258. Diameter 65m. Height 3m. Low round mound in fields. LB.  1a.",General collection,Ground Stone Sherd count Flint count,Early site seems burried,"Rope impressed, black glaze","glazed, late incised"
KM 119,http://opencontext.org/subjects/ce8ecff4-9f3c-42a5-8da6-2eebb3cbf552,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5375250980222,36.9746290581355,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-111-120/km-119-general-view-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,119,1993-10-27T00:00:00Z,1993,212,567,10,Nothern Valley,false,false,false,true,false,false,false,true,true,true,KM 119,Yilginlihöyük,Yılgınlıhöyük,"BP,BG,MD",,Narlı road between two factories water tower to west.,Water storage depot on top--the rest of the Höyük is plowed,Round mound with water storage pool on top.  Entire Höyük plowed.,"Fair, sample fair",Roof Tiles,"Some of the painted ware could be early, definitely MBA, son sitelag","Rope impressed, L Roman splash painted, Hel. fine ware// (SC 9-98) post-Roman and Byzantine examples present ore byz islamic than any thing else",circle impressed sherd
KM 138,http://opencontext.org/subjects/f3ed0438-8414-4170-81f4-1aca3304bb35,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5567252213437,36.9630538723779,-4200,-1200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:16Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,138,1994-08-26T00:00:00Z,1994,205,588,0,Nothern Valley,false,false,true,true,true,true,true,false,false,false,KM 138,Haci Kanan Tarlası,Haci Kanan Tarlası,"KC,LB,HT,GM",M37-c3,Factory area to N.; power lines crossing NE to SW,"Andırın road 5 km to south and factories to the west, site is now all cotton","Completely plowed over and planted with cotton, several large blades found, Middle Bronze Age sherds?",Field completely covered; decent visibility despite irrigation,Sherd count Flint count,"Major occupation appears to be Bronze Age possibly mid to late, interior ledge rim bowls most common form on site, along with ext. thickened under-cut rims;  one LBA plate?, hollow rim? 1 ptd.; some L. Chalco. types similar to KM133.  Three beautiful blades one obsidian flake.  Sherd with hole through it= spindle ?",,
KM 57,http://opencontext.org/subjects/ced4ba18-5a67-4b3d-90e5-921dfa9c8c02,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3898412974982,36.9055351503877,-3200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-51-60/km-57-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:07Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,57,1993-10-11T00:00:00Z,1993,146,404,3,Central Valley,false,false,false,true,true,true,true,true,true,false,KM 57,Cücehöyük,Cücehöyük,All,37SCB,"Large canal ,Çamcak village, NE 1/2  km",Agricultural,"Round low mound, top used recently, but relatively undisturbed, only 1 bag, Photos from E.=14",,Sherd count Flint count,"Major occupation is difficult to decide but could be Local Late Chalcolithic, some second millennium, some Iron Age also possible,  Hellenistic fine wares--need srestudy with books","Hellenistic fine ware, splash painted bowl, Late Roman cut handle(EC 2012",
KM 194,http://opencontext.org/subjects/6d1bb49b-167a-45ca-929b-d7173d4d86bb,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.549758055737,37.0510825207233,-10000,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-194-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,194,1994-09-09T00:00:00Z,1994,28,581,0.5,Nothern Valley,true,false,false,false,false,false,false,false,false,true,KM 194,Çakalı Tarla,Çakalı Tarla 2,"EC,KC,NU,MK,NK",M38-d4,"40 m north of KM 193; just south of Erkenez River, right on edge of river",,"Hardly any rise--collection of large necks in center, site covered by cotton field, photo #8-slides","Roof tiles and small sherds, a few appear early flints including obsidian blade, much under cotton field",Sherd count Flint count Roof Tiles,"Indications of some earlier stuff but intensive plowing, road and river alluvium probably buries and disturbs site, check should be made of river bank, complete shape, of brown ware basin with fire blackened rim, early site suggested by body sherds and flint blades including one obsidian, 1 possible EBA sherd",,"coarse ware pithos, grooved rim jug"
KM 164,http://opencontext.org/subjects/50fe3131-4462-4bc4-9657-5288e7c524fd,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4374748669286,36.7762132298005,-3200,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:21Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,164,1994-08-31T00:00:00Z,1994,32,459,25,Nothern Valley,false,false,false,true,true,true,true,true,true,false,KM 164,Kale Boynu,Kale Boynu,"KC,HT,NU",N37-b1,Just east of village of Delicek in fertile valley with mountains to east and west,,"Very tall mound which begins behind village houses and continues on other side into rolling hill area, top site is plowed and used as grape vineyard and for pistachio trees","Southern slope obscured by straw, top, south, east and west slope plowed; concentration of large body sherds on western slope, most sherds found on w. slope",Sherd count Flint count Roof Tiles,"A very red collection with large Danişmen type rims, rope impressed sherds are numerous but handles are fewer than might be expected.  Early Bronze is clearly present in relatively large quantitites but worn surfaces; a number of heavy overhanging under cut rims with and without grooved band of MBA to LBA range, some fire to green? wasters, hooked bases present but not IA hammer head bowls.  One piece elaborate EBA incised one top of footed cup with potter’s mark.  Slope has same type of collection but with nice smoothed red flask, sickle blade","Rope impressed, poss corrugated thin brittle ware cup",
KM 70,http://opencontext.org/subjects/f1802168-90a7-4e59-9c30-501c7be6818b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.438078342294,37.0058856107433,-10000,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-61-70/km-70-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:08Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,70,1993-10-14T00:00:00Z,1993,238,446,8,Central Valley,true,false,true,true,false,false,false,false,false,true,KM 70,Enl site,Sazlıpinar,All,37SCB,"Near big farm with lady and swimming pool, Urumoğlu pinari-rock formation to N. which was checked out and found to have nothing, near Sivricehöyük village","Partly in cotton field, corn fields","Photo=12.  In fields round mound whose height obscured in part by fields around it, one recently plowed area yields early incised wares cf. Byblos Aeneolithic or Amuq--a lot of flint knapping debris and natural flint--some late occupation","General, but partly covered with fields and plowed",Roof Tiles Sherd count Flint count,"Site is remarkable for its incised wares, these are both in dark faced burnished and a grit tempered ware one with no slip the rest with a dark brown slip, orange ware;and so far not seen on other sites, additionally there are few painted Ubaid related sherds, chaff tempered burnished ware range from deep plum red to dark brown to black occasionally. Maybe like Amuq but more  elaborate, look to Byblos for parallels. Incised stuff looks too sophisticated for Neolithic",,fine incised
KM 48,http://opencontext.org/subjects/1ba904be-e2b7-4573-97a6-e98aa63778cb,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3551803740865,36.8652696769521,-2200,-333,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-41-50/km-48-artifact.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:06Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,48,1993-06-10T00:00:00Z,1993,109,370,5,Central Valley,false,false,false,false,true,true,true,true,false,false,KM 48,Domuztepe 2,Unnamed Site,All,37SCB,Adana Rd. 1/2 km.  Korocu Höyük visible to NW; field walls,"Corn, cotton, and wheat surround it, near main canal road","Site 1/2 plowed, oval mound heavily disturved by plowing, photos 22 to west, 23, to nw, 24 of Emirler from SE.  Yields many sherds, and once may have been higher","Good, general",Roof Tiles Sherd count Flint count Glass/Faience,"Best 2nd mill site, may go into Iron Age, buff painted wares, red on cream handles, craters, series of everted folded and undercut, band rim jars which are sometimes grooved, red burnished wares, some heavy storage jars one has huge spout with paint--for these periods should be studied in detail.",,
KM 77,http://opencontext.org/subjects/39f38cb0-aa0f-4c7a-a09c-3767aaff59a2,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3599415651064,37.0776500041651,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-71-80-misc/km-77-school-children.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:09Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,77,1993-10-15T00:00:00Z,1993,298,368,12,Southeastern Valley,false,false,false,true,false,false,false,false,true,true,KM 77,Aslanbey,Arslanbey,All,37SCB(N38-a4),School and village on top of site,"At edge of hills, overlooking Aksu valley, and ford (?)","Old tell built over by modern village, top flattened by school house, originally main site in this area, but original shape difficult to identify; shown some Byzantine coins.  (From diss appendix - deleted: 77 Arslanbey. Map 37SCB (N38a4). EW 298. NS 368. Diameter 90m. Height 12m. Modern village and school atop mound.  IA. Field notes inconclusive. Check what others have drawn.)","Poor, much garbage, even I won t touch the ayran, many kids, cuts collected separately",Sherd count Flint count Roof Tiles,"EBA comes from cut, but appears to have been a major occupation along with Byz. Islamic and LRoman","Rope impressed, terra sigilata//not see in 2012, primarily Islamic, diagnostics recorded ny Whitcomb","glazed, brown handle with applied decoration"
KM 104,http://opencontext.org/subjects/e33e1bd6-8939-4967-b6fd-e353f748ef6d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3385035775153,37.0482436172119,-1200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:12Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,104,1993-10-23T00:00:00Z,1993,272,343,10,Southeastern Valley,false,false,false,false,false,false,false,true,true,true,KM 104,Bertis Beşenli Cif.,"Karabacakhöyğü, Beşebli Çiftlik,","EC,KC,MD",37SCB(N38-a4),Next to big canal by Türkgolu rd. overlooks railroad,Agricultural,"Similar in shape to 103 but much larger upper part forms the ruins of small fort, lower slopes plowed and planted with grapes, small fort now and in past on top, gate on north side (LS- 6/20/97 - poss this refers to large indentation in N side of site now planted under grapes)  6/20/97 site recollected by LS & MK.(see comments under Iron Age below).","Good top +upper 10, lower 10, plowed for grapes, gendarme post on top",Roof Tiles Sherd count,"A number of pie crust rims, applied handles and fine incised pieces, a piece of green and yellow scrafiato. (See LDS comments under IA)",Rope impressed,"glazed blue + scrafiato, pie crust decoration, applied;   Donald Whitcomb confirms Islamic (2001)"
KM 195,http://opencontext.org/subjects/318008c0-b9b9-49a0-88f0-9554ef1df381,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5927697092569,37.077304758652,,,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-195-arch-remains-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,195,1994-09-09T00:00:00Z,1994,302,628,,Nothern Valley,false,false,false,false,false,false,false,false,false,false,KM 195,Peynirdere,Unnamed Site,"EC,KC,NU,MK,NK",M38-d4,Part of wall located on high natural hill,"Whole area is rocky and covered by scrub, Peynirdere is to se, but location on map difficult because there are no good landmarks--take road from Peynirdere, wind around and then stop after open area, then climb up there is large red  villa to north","Site is on top of hill in mountainous area, single fortified site, a 15m section of wall which may have been vaulted remains about 20m from peak of hill.  Wall is of mid-sized stones with mortar, reputed to have been a crusader castle.",Few sherds collected--slopes are very steep and covered with prickers,Sherd count,,,
KM 182,http://opencontext.org/subjects/6d566685-d1c2-4742-b278-ba1debf86193,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5761093263751,36.8651002909076,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:23Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,182,1994-09-07T00:00:00Z,1994,115,611,,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 182,Gelinaslan Tepe,Gelinasılan Tepe,"BB,EC,HT,BB,MK",M37-c4,"Big natural mound near olive groves close to river just west of town, large power line tower marks the sw corner of the site on top, village of Pinarbası down below",Reddish soil with lots of plowed field stones.,"Some exploratory trenches seem to have been dug close to the power pole.  There may have been 2 or three houses up here because of modern roof tile remains.  Extensive rather than deep site for look-out.  One modern excavation showed 1/5 to 2m of deposit--soil above rock, white lens earth below and then white again, collapse above.  Possibly stone foundations with vaulted baked brick superstructures.","Good except for wheat on se flank may obscure site extension, lots of roof tiles, some burnt brick within plaster matrix.",Roof Tiles Sherd count,"Heavy, hard fired grey ware and handles, interesting exterior ledge rim jar sherds one of which has elaborate decoration of finger impressed bands on ledge and a band and groove on rim, also tall necked jar with grooving on neck of interest",KM 182-8 pulled to draw - exact Lidar parallel (see sketch in survey sheets LDS 9-98),"pie crust rim, 9 handles"
KM 122,http://opencontext.org/subjects/a03be213-d14e-463a-8cd9-1f0d73a13a0b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5344166689636,36.9132222244455,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-121-130/km-122-house-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,122,1993-10-28T00:00:00Z,1993,156,563,5,Nothern Valley,false,false,false,true,false,false,false,false,false,false,KM 122,Hacısarehöyük,Hacisarehöyük,"BP,MD,BG",,Just outside of KM on Türkğoluroad,One  house and one destroyed house on top of mound surrounded by fields.,"Site is heavily disturbed.  Houses, trash, gravel roads and weed make collection almost impossible.  PhotoB12#10,11,12","Survey conditions very bad, survey sample very",,"Very disturbed, one huge orange buff pithos rim could be later",,
KM 191,http://opencontext.org/subjects/116c3fba-8b85-424a-adcd-7085dda82cdd,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5686111086469,37.0572222215958,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:24Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,191,1994-09-09T00:00:00Z,1994,286,600,,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 191,Kabaktepe,Kabaktepe 2,"EC,NU,KC,NK,MK",M38-d4,"Bordered by small canal to s.e.; located on very slight slope halfway down mountains, rocky scrubby area; village of Yusufhacılı is approximately 1.5 km to the north.",,"Naturally flat area with remains of 1 or 2 houses, Erkenez river bed runs to the south of site; just south of site are wheat fields on lower slopes of mountains; majority of material is roof tiles","Concentrations of roof tiles, pithoi and some smaller sherds; also some flints, visibility is good; surrounding areas checked but nothing to collect",Sherd count Flint count Roof Tiles,"Small collection one interesting rim, large number of flints for late period site",,"exterior thickened grooved and under-cut jar rim may be identifiable, mostly handles, probably Islamic or Medieveal, gritty pithos sherds"
KM 56,http://opencontext.org/subjects/577a0d5d-054f-4877-8234-cd33a7f040b9,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4078443276962,36.899190098209,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:07Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,56,1993-10-11T00:00:00Z,1993,141,424,4,Central Valley,false,true,true,false,false,false,false,false,false,true,KM 56,Sıçanhöyük,Sıçanhöyük,All,37SCB,"Dry canal and Dani€man T. to west, cement survey point n. end",Mound covered by cotton fields,"To shot 8=to Dani€man T.; 9=Siçan Varto to NE, A€aği Kuyumcular to SE, 10 Siçan, 11= back to Dani€man T., 12=bridge at Dani€man Tepe.  Low oval mound many bones on north slope, recent grave robbing may have churned up an early site.",,Roof Tiles Sherd count Flint count,"Without the one painted and one red-washed sherd,  and obsidian I would think these simple chaff tempered bowls were late and belonged to some special activity.",Rope impressed - Ergun says NO (2001),"late cooking pot handles//yes, late component (SC 9-98)"
KM 175,http://opencontext.org/subjects/621341a8-fe8b-4043-ad46-ed3e9b4c8dd7,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.6372216202892,36.766657419924,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:22Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,175,1994-05-09T00:00:00Z,1994,34,656,,Nothern Valley,false,false,false,false,false,false,false,false,true,false,KM 175,Göke Mare,Gökçe Mare,"HT,LB,KC,GM,EC",M37-c4,"Off Kyseri Road, electric line disects at Menzelet Baraj, sandstone formation, pine and oak forest above",,Hill side with at least six caves and some scattered occupation on hill side; one cave similar to burial (?) cave recorded at site 93 with  three  beds.,"Good, general",Sherd count,Small collection but appears L. Roman,"Terra sigillata or imitation, 4 sherds real plus one imitation, handle",
KM 18,http://opencontext.org/subjects/9f3fdb2c-fcf7-480b-be7c-64b4c6f412fe,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.275293377736,36.8058630874118,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-11-20/km-18-from-km-20.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:03Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,18,1993-09-29T00:00:00Z,1993,55,279,18,Southwestern Valley,false,false,false,true,false,false,false,false,false,false,KM 18,Büyükhöyük,Büyükhöyük,All,37SCB,Circular cement reservoir d=c. 30 m. on top not far from Adana Rd.,"Salad greens to west, wheat cotton and sugar beet","Rock outcrop with small house and reservoir.  Trees growing in furrows and appear to be part of reforestation effort.  Possibly an island in the lake with thin skin of occupation, not much in the way of artificial deposit, but some.","Trees and vegetation cover much of the site, perhaps reservoir also cut some away.  General collection.",Sherd count,"Cooking pot,  thumb impressed tab handle, squared vessel with trapazoidal ledge handles, but inside rounded two egs. one in pink one in red buff wareg\\\T%………………………………………",,
KM 208,http://opencontext.org/subjects/ae5cd335-1cff-40af-9639-ec2f98c9e1a9,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5215849415374,36.9652740170487,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,208,1994-09-15T00:00:00Z,1994,202,550,0,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 208,Unnamed site,Unnamed Site,"LB,EC,GM,NU,HT,MK",M37-c3,"Just N. of KM135, perhaps a gap of 30m between the two. Kahramanmaraş clearly visible to the NE",,"Sherd flint and roof tile scatter in freshly plowed field.  Many roof tiles present, Islamic?  High concentration in small central area ca. 10m in diameter.  Two canals full of water flow through N part of site.  May have been a small farm that was ploughhed over.  Sherds very different from those found at KM 135, modern bracelet","Open field freshly ploughted, no vegetation.  Moderate scatter of sherds etc.  Relatively unrocky soil",Sherd count Flint count Roof Tiles,,Hellenistic Fine ware bowl only one,"glazed dark green inside and out, buff ware bowl with flat exterior overhanging rim with light incision"
